 INFO  Accepting connections at http://localhost:3000
 HTTP  29/8/2026 9:37:53 p. m. ::1 Returned 304 in 2 ms
 HTTP  29/8/2026 9:37:53 p. m. ::1 GET /assets/js/api.js
 HTTP  29/8/2026 9:37:53 p. m. ::1 Returned 304 in 1 ms
 HTTP  29/8/2026 9:37:53 p. m. ::1 GET /assets/js/main.js
 HTTP  29/8/2026 9:37:53 p. m. ::1 GET /assets/js/forms.js
 HTTP  29/8/2026 9:37:53 p. m. 127.0.0.1 GET /assets/js/api.js
 HTTP  29/8/2026 9:37:53 p. m. ::1 Returned 304 in 2 ms
 HTTP  29/8/2026 9:37:53 p. m. ::1 Returned 200 in 2 ms
 HTTP  29/8/2026 9:37:53 p. m. 127.0.0.1 Returned 200 in 1 ms
 HTTP  29/8/2026 9:37:53 p. m. 127.0.0.1 GET /pages/configuracion.html
 HTTP  29/8/2026 9:37:53 p. m. 127.0.0.1 Returned 200 in 3 ms
 HTTP  29/8/2026 9:37:53 p. m. 127.0.0.1 GET /assets/css/styles.css
 HTTP  29/8/2026 9:37:53 p. m. 127.0.0.1 Returned 304 in 3 ms
 HTTP  29/8/2026 9:37:53 p. m. 127.0.0.1 GET /assets/js/api.js
 HTTP  29/8/2026 9:37:53 p. m. 127.0.0.1 Returned 304 in 2 ms
 HTTP  29/8/2026 9:37:53 p. m. 127.0.0.1 GET /assets/js/main.js
 HTTP  29/8/2026 9:37:53 p. m. 127.0.0.1 Returned 304 in 2 ms
 HTTP  29/8/2026 9:37:54 p. m. 127.0.0.1 GET /favicon.ico
 HTTP  29/8/2026 9:37:54 p. m. 127.0.0.1 Returned 404 in 8 ms
 HTTP  29/8/2026 9:37:54 p. m. 127.0.0.1 GET /assets/css/styles.css
 HTTP  29/8/2026 9:37:54 p. m. 127.0.0.1 Returned 304 in 2 ms
 HTTP  29/8/2026 9:37:54 p. m. 127.0.0.1 GET /assets/js/api.js
 HTTP  29/8/2026 9:37:54 p. m. 127.0.0.1 Returned 304 in 1 ms
 HTTP  29/8/2026 9:37:54 p. m. 127.0.0.1 GET /assets/js/main.js
 HTTP  29/8/2026 9:37:54 p. m. 127.0.0.1 Returned 304 in 2 ms
 HTTP  29/8/2026 9:37:54 p. m. 127.0.0.1 GET /login.html
 HTTP  29/8/2026 9:37:54 p. m. 127.0.0.1 Returned 200 in 3 ms
 HTTP  29/8/2026 9:37:54 p. m. 127.0.0.1 GET /index.html
 HTTP  29/8/2026 9:37:54 p. m. 127.0.0.1 Returned 304 in 1 ms
 HTTP  29/8/2026 9:37:54 p. m. ::1 GET /index.html
 HTTP  29/8/2026 9:37:54 p. m. ::1 Returned 200 in 3 ms
 HTTP  29/8/2026 9:37:54 p. m. ::1 GET /assets/css/styles.css
 HTTP  29/8/2026 9:37:54 p. m. ::1 GET /assets/js/api.js
 HTTP  29/8/2026 9:37:54 p. m. ::1 Returned 304 in 2 ms
 HTTP  29/8/2026 9:37:54 p. m. ::1 GET /assets/js/main.js
 HTTP  29/8/2026 9:37:54 p. m. ::1 Returned 304 in 3 ms
 HTTP  29/8/2026 9:37:54 p. m. ::1 Returned 200 in 1 ms
 HTTP  29/8/2026 9:37:54 p. m. 127.0.0.1 GET /assets/css/styles.css
 HTTP  29/8/2026 9:37:54 p. m. 127.0.0.1 Returned 200 in 4 ms
 HTTP  29/8/2026 9:37:54 p. m. 127.0.0.1 GET /assets/js/api.js
 HTTP  29/8/2026 9:37:54 p. m. 127.0.0.1 Returned 200 in 2 ms
 HTTP  29/8/2026 9:37:54 p. m. 127.0.0.1 GET /registro.html
 HTTP  29/8/2026 9:37:54 p. m. 127.0.0.1 Returned 200 in 2 ms
 HTTP  29/8/2026 9:37:54 p. m. 127.0.0.1 GET /assets/css/styles.css
 HTTP  29/8/2026 9:37:54 p. m. 127.0.0.1 Returned 304 in 2 ms
 HTTP  29/8/2026 9:37:54 p. m. 127.0.0.1 GET /assets/js/api.js
 HTTP  29/8/2026 9:37:54 p. m. 127.0.0.1 Returned 304 in 1 ms
 HTTP  29/8/2026 9:37:54 p. m. ::1 GET /pages/mascotas.html
 HTTP  29/8/2026 9:37:54 p. m. ::1 Returned 200 in 2 ms
 HTTP  29/8/2026 9:37:55 p. m. 127.0.0.1 GET /assets/js/main.js
 HTTP  29/8/2026 9:37:55 p. m. 127.0.0.1 Returned 304 in 2 ms
 HTTP  29/8/2026 9:37:55 p. m. ::1 GET /assets/css/styles.css
 HTTP  29/8/2026 9:37:55 p. m. ::1 GET /assets/js/api.js
 HTTP  29/8/2026 9:37:55 p. m. ::1 GET /assets/js/main.js
 HTTP  29/8/2026 9:37:55 p. m. ::1 Returned 304 in 2 ms
 HTTP  29/8/2026 9:37:55 p. m. ::1 Returned 304 in 3 ms
 HTTP  29/8/2026 9:37:55 p. m. ::1 Returned 304 in 1 ms
 HTTP  29/8/2026 9:37:55 p. m. 127.0.0.1 GET /favicon.ico
 HTTP  29/8/2026 9:37:55 p. m. 127.0.0.1 Returned 404 in 5 ms
 HTTP  29/8/2026 9:37:55 p. m. 127.0.0.1 GET /assets/css/styles.css
 HTTP  29/8/2026 9:37:55 p. m. 127.0.0.1 Returned 200 in 2 ms
 HTTP  29/8/2026 9:37:55 p. m. 127.0.0.1 GET /assets/js/api.js
 HTTP  29/8/2026 9:37:55 p. m. 127.0.0.1 GET /index.html
 HTTP  29/8/2026 9:37:55 p. m. 127.0.0.1 Returned 200 in 2 ms
 HTTP  29/8/2026 9:37:55 p. m. 127.0.0.1 Returned 200 in 2 ms
 HTTP  29/8/2026 9:37:55 p. m. ::1 GET /pages/pagos.html
 HTTP  29/8/2026 9:37:55 p. m. ::1 Returned 200 in 2 ms
 HTTP  29/8/2026 9:37:56 p. m. ::1 GET /assets/css/styles.css
 HTTP  29/8/2026 9:37:56 p. m. ::1 GET /assets/js/api.js
 HTTP  29/8/2026 9:37:56 p. m. ::1 GET /assets/js/main.js
 HTTP  29/8/2026 9:37:56 p. m. ::1 Returned 304 in 2 ms
 HTTP  29/8/2026 9:37:56 p. m. ::1 Returned 304 in 1 ms
 HTTP  29/8/2026 9:37:56 p. m. ::1 Returned 304 in 2 ms
 HTTP  29/8/2026 9:37:56 p. m. 127.0.0.1 GET /index.html
 HTTP  29/8/2026 9:37:56 p. m. 127.0.0.1 GET /assets/css/styles.css
 HTTP  29/8/2026 9:37:56 p. m. 127.0.0.1 Returned 200 in 1 ms
 HTTP  29/8/2026 9:37:56 p. m. 127.0.0.1 Returned 304 in 1 ms
 HTTP  29/8/2026 9:37:56 p. m. 127.0.0.1 GET /assets/js/api.js
 HTTP  29/8/2026 9:37:56 p. m. 127.0.0.1 Returned 304 in 4 ms
 HTTP  29/8/2026 9:37:56 p. m. 127.0.0.1 GET /assets/js/main.js
 HTTP  29/8/2026 9:37:56 p. m. 127.0.0.1 Returned 200 in 2 ms
 HTTP  29/8/2026 9:37:56 p. m. 127.0.0.1 GET /favicon.ico
 HTTP  29/8/2026 9:37:56 p. m. 127.0.0.1 Returned 404 in 3 ms
 HTTP  29/8/2026 9:37:56 p. m. 127.0.0.1 GET /assets/css/styles.css
 HTTP  29/8/2026 9:37:56 p. m. 127.0.0.1 Returned 304 in 1 ms
 HTTP  29/8/2026 9:37:56 p. m. 127.0.0.1 GET /assets/js/api.js
 HTTP  29/8/2026 9:37:56 p. m. 127.0.0.1 Returned 304 in 2 ms
 HTTP  29/8/2026 9:37:56 p. m. 127.0.0.1 GET /pages/inventario.html
 HTTP  29/8/2026 9:37:56 p. m. 127.0.0.1 Returned 200 in 2 ms
 HTTP  29/8/2026 9:37:56 p. m. 127.0.0.1 GET /assets/js/main.js
 HTTP  29/8/2026 9:37:56 p. m. 127.0.0.1 Returned 200 in 3 ms
 HTTP  29/8/2026 9:37:56 p. m. 127.0.0.1 GET /registro.html
 HTTP  29/8/2026 9:37:56 p. m. 127.0.0.1 Returned 200 in 1 ms
 HTTP  29/8/2026 9:37:56 p. m. 127.0.0.1 GET /pages/mascotas.html
 HTTP  29/8/2026 9:37:56 p. m. 127.0.0.1 Returned 200 in 1 ms
 HTTP  29/8/2026 9:37:56 p. m. ::1 GET /login.html
 HTTP  29/8/2026 9:37:56 p. m. ::1 Returned 200 in 2 ms
 HTTP  29/8/2026 9:37:56 p. m. ::1 GET /assets/css/styles.css
 HTTP  29/8/2026 9:37:56 p. m. ::1 Returned 200 in 2 ms
 HTTP  29/8/2026 9:37:56 p. m. ::1 GET /assets/js/api.js
 HTTP  29/8/2026 9:37:56 p. m. ::1 Returned 200 in 2 ms
 HTTP  29/8/2026 9:37:56 p. m. 127.0.0.1 GET /assets/css/styles.css
 HTTP  29/8/2026 9:37:56 p. m. 127.0.0.1 Returned 304 in 2 ms
 HTTP  29/8/2026 9:37:56 p. m. 127.0.0.1 GET /assets/js/api.js
 HTTP  29/8/2026 9:37:56 p. m. 127.0.0.1 Returned 304 in 2 ms
 HTTP  29/8/2026 9:37:56 p. m. 127.0.0.1 GET /assets/js/main.js
 HTTP  29/8/2026 9:37:56 p. m. 127.0.0.1 Returned 304 in 2 ms
 HTTP  29/8/2026 9:37:56 p. m. 127.0.0.1 GET /assets/css/styles.css
 HTTP  29/8/2026 9:37:56 p. m. 127.0.0.1 Returned 304 in 4 ms
 HTTP  29/8/2026 9:37:56 p. m. 127.0.0.1 GET /assets/js/api.js
 HTTP  29/8/2026 9:37:56 p. m. 127.0.0.1 Returned 304 in 2 ms
 HTTP  29/8/2026 9:37:56 p. m. 127.0.0.1 GET /assets/js/main.js
 HTTP  29/8/2026 9:37:56 p. m. 127.0.0.1 Returned 304 in 1 ms
 HTTP  29/8/2026 9:37:56 p. m. 127.0.0.1 GET /assets/css/styles.css
 HTTP  29/8/2026 9:37:56 p. m. 127.0.0.1 GET /assets/js/api.js
 HTTP  29/8/2026 9:37:56 p. m. 127.0.0.1 Returned 200 in 3 ms
 HTTP  29/8/2026 9:37:56 p. m. 127.0.0.1 Returned 200 in 1 ms
 HTTP  29/8/2026 9:37:57 p. m. 127.0.0.1 GET /favicon.ico
 HTTP  29/8/2026 9:37:57 p. m. 127.0.0.1 Returned 404 in 2 ms
 HTTP  29/8/2026 9:37:57 p. m. 127.0.0.1 GET /index.html
 HTTP  29/8/2026 9:37:57 p. m. 127.0.0.1 Returned 200 in 2 ms
 HTTP  29/8/2026 9:37:57 p. m. ::1 GET /index.html
 HTTP  29/8/2026 9:37:57 p. m. ::1 Returned 200 in 2 ms
 HTTP  29/8/2026 9:37:57 p. m. ::1 GET /assets/css/styles.css
 HTTP  29/8/2026 9:37:57 p. m. ::1 GET /assets/js/api.js
 HTTP  29/8/2026 9:37:57 p. m. ::1 Returned 304 in 4 ms
 HTTP  29/8/2026 9:37:57 p. m. ::1 GET /assets/js/main.js
 HTTP  29/8/2026 9:37:57 p. m. ::1 Returned 304 in 5 ms
 HTTP  29/8/2026 9:37:57 p. m. ::1 Returned 200 in 2 ms
 HTTP  29/8/2026 9:37:57 p. m. 127.0.0.1 GET /assets/css/styles.css
 HTTP  29/8/2026 9:37:57 p. m. 127.0.0.1 Returned 304 in 2 ms
 HTTP  29/8/2026 9:37:57 p. m. 127.0.0.1 GET /assets/js/api.js
 HTTP  29/8/2026 9:37:57 p. m. 127.0.0.1 Returned 304 in 1 ms
 HTTP  29/8/2026 9:37:57 p. m. 127.0.0.1 GET /assets/js/main.js
 HTTP  29/8/2026 9:37:57 p. m. 127.0.0.1 Returned 200 in 2 ms
 HTTP  29/8/2026 9:37:57 p. m. ::1 GET /pages/mascotas.html
 HTTP  29/8/2026 9:37:57 p. m. ::1 Returned 200 in 2 ms
 HTTP  29/8/2026 9:37:57 p. m. ::1 GET /assets/css/styles.css
 HTTP  29/8/2026 9:37:57 p. m. ::1 Returned 304 in 5 ms
 HTTP  29/8/2026 9:37:57 p. m. ::1 GET /assets/js/api.js
 HTTP  29/8/2026 9:37:57 p. m. ::1 GET /assets/js/main.js
 HTTP  29/8/2026 9:37:57 p. m. ::1 Returned 304 in 2 ms
 HTTP  29/8/2026 9:37:57 p. m. ::1 Returned 304 in 2 ms
 HTTP  29/8/2026 9:37:58 p. m. 127.0.0.1 GET /login.html
 HTTP  29/8/2026 9:37:58 p. m. 127.0.0.1 Returned 200 in 3 ms
 HTTP  29/8/2026 9:37:58 p. m. 127.0.0.1 GET /assets/css/styles.css
 HTTP  29/8/2026 9:37:58 p. m. 127.0.0.1 GET /assets/js/api.js
 HTTP  29/8/2026 9:37:58 p. m. 127.0.0.1 Returned 200 in 3 ms
 HTTP  29/8/2026 9:37:58 p. m. 127.0.0.1 Returned 200 in 1 ms
 HTTP  29/8/2026 9:37:58 p. m. 127.0.0.1 GET /favicon.ico
 HTTP  29/8/2026 9:37:58 p. m. 127.0.0.1 Returned 404 in 2 ms
 HTTP  29/8/2026 9:37:59 p. m. ::1 GET /login.html
 HTTP  29/8/2026 9:37:59 p. m. ::1 Returned 200 in 2 ms
 HTTP  29/8/2026 9:37:59 p. m. ::1 GET /assets/css/styles.css
 HTTP  29/8/2026 9:37:59 p. m. ::1 Returned 200 in 2 ms
 HTTP  29/8/2026 9:37:59 p. m. ::1 GET /assets/js/api.js
 HTTP  29/8/2026 9:37:59 p. m. ::1 Returned 200 in 1 ms
 HTTP  29/8/2026 9:37:59 p. m. 127.0.0.1 GET /index.html
 HTTP  29/8/2026 9:37:59 p. m. 127.0.0.1 Returned 200 in 2 ms
 HTTP  29/8/2026 9:37:59 p. m. 127.0.0.1 GET /assets/css/styles.css
 HTTP  29/8/2026 9:37:59 p. m. 127.0.0.1 Returned 304 in 2 ms
 HTTP  29/8/2026 9:37:59 p. m. 127.0.0.1 GET /assets/js/api.js
 HTTP  29/8/2026 9:37:59 p. m. 127.0.0.1 Returned 304 in 3 ms
 HTTP  29/8/2026 9:37:59 p. m. 127.0.0.1 GET /assets/js/main.js
 HTTP  29/8/2026 9:37:59 p. m. 127.0.0.1 Returned 200 in 1 ms
 HTTP  29/8/2026 9:37:59 p. m. 127.0.0.1 GET /pages/mascotas.html
 HTTP  29/8/2026 9:37:59 p. m. 127.0.0.1 Returned 200 in 2 ms
 HTTP  29/8/2026 9:38:00 p. m. ::1 GET /index.html
 HTTP  29/8/2026 9:38:00 p. m. ::1 Returned 200 in 4 ms
 HTTP  29/8/2026 9:38:00 p. m. ::1 GET /assets/css/styles.css
 HTTP  29/8/2026 9:38:00 p. m. ::1 GET /assets/js/api.js
 HTTP  29/8/2026 9:38:00 p. m. ::1 Returned 304 in 2 ms
 HTTP  29/8/2026 9:38:00 p. m. ::1 GET /assets/js/main.js
 HTTP  29/8/2026 9:38:00 p. m. ::1 Returned 304 in 5 ms
 HTTP  29/8/2026 9:38:00 p. m. ::1 Returned 200 in 3 ms
 HTTP  29/8/2026 9:38:00 p. m. ::1 GET /pages/mascotas.html
 HTTP  29/8/2026 9:38:00 p. m. ::1 Returned 200 in 4 ms
 HTTP  29/8/2026 9:38:00 p. m. 127.0.0.1 GET /assets/css/styles.css
 HTTP  29/8/2026 9:38:00 p. m. 127.0.0.1 Returned 304 in 2 ms
 HTTP  29/8/2026 9:38:00 p. m. ::1 GET /assets/css/styles.css
 HTTP  29/8/2026 9:38:00 p. m. ::1 Returned 304 in 1 ms
 HTTP  29/8/2026 9:38:00 p. m. ::1 GET /assets/js/api.js
 HTTP  29/8/2026 9:38:00 p. m. ::1 Returned 304 in 1 ms
 HTTP  29/8/2026 9:38:00 p. m. ::1 GET /assets/js/main.js
 HTTP  29/8/2026 9:38:00 p. m. 127.0.0.1 GET /assets/js/api.js
 HTTP  29/8/2026 9:38:00 p. m. ::1 Returned 304 in 2 ms
 HTTP  29/8/2026 9:38:00 p. m. 127.0.0.1 Returned 304 in 1 ms
 HTTP  29/8/2026 9:38:00 p. m. 127.0.0.1 GET /assets/js/main.js
 HTTP  29/8/2026 9:38:00 p. m. 127.0.0.1 Returned 304 in 1 ms
 HTTP  29/8/2026 9:40:34 p. m. ::1 GET /
 HTTP  29/8/2026 9:40:34 p. m. ::1 Returned 200 in 2 ms
 HTTP  29/8/2026 9:40:34 p. m. ::1 GET /
 HTTP  29/8/2026 9:40:34 p. m. ::1 Returned 200 in 1 ms
 HTTP  29/8/2026 9:40:36 p. m. 127.0.0.1 GET /login.html
 HTTP  29/8/2026 9:40:36 p. m. 127.0.0.1 Returned 200 in 1 ms
 HTTP  29/8/2026 9:40:36 p. m. 127.0.0.1 GET /assets/css/styles.css
 HTTP  29/8/2026 9:40:36 p. m. 127.0.0.1 Returned 200 in 0 ms
 HTTP  29/8/2026 9:40:36 p. m. 127.0.0.1 GET /assets/js/api.js
 HTTP  29/8/2026 9:40:36 p. m. 127.0.0.1 Returned 200 in 1 ms
 HTTP  29/8/2026 9:40:37 p. m. 127.0.0.1 GET /favicon.ico
 HTTP  29/8/2026 9:40:37 p. m. 127.0.0.1 Returned 404 in 1 ms
 HTTP  29/8/2026 9:40:37 p. m. 127.0.0.1 GET /login.html
 HTTP  29/8/2026 9:40:37 p. m. 127.0.0.1 Returned 304 in 4 ms
 HTTP  29/8/2026 9:40:37 p. m. 127.0.0.1 GET /assets/css/styles.css
 HTTP  29/8/2026 9:40:37 p. m. 127.0.0.1 Returned 304 in 1 ms
 HTTP  29/8/2026 9:40:37 p. m. 127.0.0.1 GET /assets/js/api.js
 HTTP  29/8/2026 9:40:37 p. m. 127.0.0.1 Returned 304 in 1 ms
 HTTP  29/8/2026 9:40:48 p. m. 127.0.0.1 GET /login.html
 HTTP  29/8/2026 9:40:48 p. m. 127.0.0.1 Returned 200 in 4 ms
 HTTP  29/8/2026 9:40:49 p. m. 127.0.0.1 GET /assets/css/styles.css
 HTTP  29/8/2026 9:40:49 p. m. 127.0.0.1 GET /assets/js/api.js
 HTTP  29/8/2026 9:40:49 p. m. 127.0.0.1 Returned 200 in 3 ms
 HTTP  29/8/2026 9:40:49 p. m. 127.0.0.1 Returned 200 in 2 ms
 HTTP  29/8/2026 9:40:49 p. m. 127.0.0.1 GET /favicon.ico
 HTTP  29/8/2026 9:40:49 p. m. 127.0.0.1 Returned 404 in 6 ms
 HTTP  29/8/2026 9:40:50 p. m. 127.0.0.1 GET /login.html
 HTTP  29/8/2026 9:40:50 p. m. 127.0.0.1 Returned 200 in 2 ms
 HTTP  29/8/2026 9:40:51 p. m. 127.0.0.1 GET /index.html
 HTTP  29/8/2026 9:40:51 p. m. 127.0.0.1 Returned 200 in 5 ms
 HTTP  29/8/2026 9:40:51 p. m. 127.0.0.1 GET /assets/css/styles.css
 HTTP  29/8/2026 9:40:51 p. m. 127.0.0.1 GET /assets/js/api.js
 HTTP  29/8/2026 9:40:51 p. m. 127.0.0.1 Returned 200 in 6 ms
 HTTP  29/8/2026 9:40:51 p. m. 127.0.0.1 Returned 200 in 4 ms
 HTTP  29/8/2026 9:40:51 p. m. 127.0.0.1 GET /assets/css/styles.css
 HTTP  29/8/2026 9:40:51 p. m. 127.0.0.1 Returned 304 in 5 ms
 HTTP  29/8/2026 9:40:51 p. m. 127.0.0.1 GET /assets/js/api.js
 HTTP  29/8/2026 9:40:51 p. m. 127.0.0.1 Returned 304 in 4 ms
 HTTP  29/8/2026 9:40:51 p. m. 127.0.0.1 GET /assets/js/main.js
 HTTP  29/8/2026 9:40:51 p. m. 127.0.0.1 Returned 200 in 4 ms
 HTTP  29/8/2026 9:40:52 p. m. 127.0.0.1 GET /pages/inventario.html
 HTTP  29/8/2026 9:40:52 p. m. 127.0.0.1 Returned 200 in 4 ms
 HTTP  29/8/2026 9:40:52 p. m. 127.0.0.1 GET /favicon.ico
 HTTP  29/8/2026 9:40:52 p. m. 127.0.0.1 Returned 404 in 5 ms
 HTTP  29/8/2026 9:40:52 p. m. 127.0.0.1 GET /assets/css/styles.css
 HTTP  29/8/2026 9:40:52 p. m. 127.0.0.1 Returned 304 in 2 ms
 HTTP  29/8/2026 9:40:52 p. m. 127.0.0.1 GET /assets/js/api.js
 HTTP  29/8/2026 9:40:52 p. m. 127.0.0.1 Returned 304 in 4 ms
 HTTP  29/8/2026 9:40:52 p. m. 127.0.0.1 GET /assets/js/main.js
 HTTP  29/8/2026 9:40:52 p. m. 127.0.0.1 Returned 304 in 4 ms
 HTTP  29/8/2026 9:40:52 p. m. 127.0.0.1 GET /registro.html
 HTTP  29/8/2026 9:40:52 p. m. 127.0.0.1 Returned 200 in 7 ms
 HTTP  29/8/2026 9:40:54 p. m. 127.0.0.1 GET /index.html
 HTTP  29/8/2026 9:40:54 p. m. 127.0.0.1 Returned 200 in 3 ms
 HTTP  29/8/2026 9:40:54 p. m. 127.0.0.1 GET /assets/css/styles.css
 HTTP  29/8/2026 9:40:54 p. m. 127.0.0.1 GET /assets/js/api.js
 HTTP  29/8/2026 9:40:54 p. m. 127.0.0.1 Returned 200 in 6 ms
 HTTP  29/8/2026 9:40:54 p. m. 127.0.0.1 Returned 200 in 5 ms
 HTTP  29/8/2026 9:40:54 p. m. 127.0.0.1 GET /assets/css/styles.css
 HTTP  29/8/2026 9:40:54 p. m. 127.0.0.1 Returned 304 in 4 ms
 HTTP  29/8/2026 9:40:54 p. m. 127.0.0.1 GET /assets/js/api.js
 HTTP  29/8/2026 9:40:54 p. m. 127.0.0.1 Returned 304 in 3 ms
 HTTP  29/8/2026 9:40:54 p. m. 127.0.0.1 GET /assets/js/main.js
 HTTP  29/8/2026 9:40:54 p. m. 127.0.0.1 Returned 200 in 5 ms
 HTTP  29/8/2026 9:40:54 p. m. 127.0.0.1 GET /pages/pagos.html
 HTTP  29/8/2026 9:40:54 p. m. 127.0.0.1 Returned 200 in 3 ms
 HTTP  29/8/2026 9:40:55 p. m. 127.0.0.1 GET /favicon.ico
 HTTP  29/8/2026 9:40:55 p. m. 127.0.0.1 Returned 404 in 4 ms
 HTTP  29/8/2026 9:40:55 p. m. 127.0.0.1 GET /assets/css/styles.css
 HTTP  29/8/2026 9:40:55 p. m. 127.0.0.1 Returned 304 in 4 ms
 HTTP  29/8/2026 9:40:55 p. m. 127.0.0.1 GET /assets/js/api.js
 HTTP  29/8/2026 9:40:55 p. m. 127.0.0.1 Returned 304 in 2 ms
 HTTP  29/8/2026 9:40:55 p. m. 127.0.0.1 GET /assets/js/main.js
 HTTP  29/8/2026 9:40:55 p. m. 127.0.0.1 Returned 304 in 3 ms
 HTTP  29/8/2026 9:40:55 p. m. 127.0.0.1 GET /login.html
 HTTP  29/8/2026 9:40:55 p. m. 127.0.0.1 Returned 200 in 6 ms
 HTTP  29/8/2026 9:40:56 p. m. 127.0.0.1 GET /pages/pago-form.html
 HTTP  29/8/2026 9:40:56 p. m. 127.0.0.1 Returned 200 in 2 ms
 HTTP  29/8/2026 9:40:56 p. m. 127.0.0.1 GET /assets/css/styles.css
 HTTP  29/8/2026 9:40:56 p. m. 127.0.0.1 Returned 304 in 2 ms
 HTTP  29/8/2026 9:40:56 p. m. 127.0.0.1 GET /assets/js/api.js
 HTTP  29/8/2026 9:40:56 p. m. 127.0.0.1 Returned 304 in 4 ms
 HTTP  29/8/2026 9:40:56 p. m. 127.0.0.1 GET /assets/js/main.js
 HTTP  29/8/2026 9:40:56 p. m. 127.0.0.1 Returned 304 in 4 ms
 HTTP  29/8/2026 9:40:56 p. m. 127.0.0.1 GET /assets/css/styles.css
 HTTP  29/8/2026 9:40:56 p. m. 127.0.0.1 GET /assets/js/api.js
 HTTP  29/8/2026 9:40:56 p. m. 127.0.0.1 Returned 200 in 6 ms
 HTTP  29/8/2026 9:40:56 p. m. 127.0.0.1 Returned 200 in 4 ms
 HTTP  29/8/2026 9:40:57 p. m. 127.0.0.1 GET /assets/js/forms.js
 HTTP  29/8/2026 9:40:57 p. m. 127.0.0.1 Returned 200 in 11 ms
 HTTP  29/8/2026 9:40:57 p. m. 127.0.0.1 GET /favicon.ico
 HTTP  29/8/2026 9:40:57 p. m. 127.0.0.1 Returned 404 in 5 ms
 HTTP  29/8/2026 9:40:57 p. m. 127.0.0.1 GET /index.html
 HTTP  29/8/2026 9:40:57 p. m. 127.0.0.1 Returned 200 in 5 ms
 HTTP  29/8/2026 9:40:58 p. m. 127.0.0.1 GET /assets/css/styles.css
 HTTP  29/8/2026 9:40:58 p. m. 127.0.0.1 Returned 304 in 8 ms
 HTTP  29/8/2026 9:40:58 p. m. 127.0.0.1 GET /assets/js/api.js
 HTTP  29/8/2026 9:40:58 p. m. 127.0.0.1 Returned 304 in 3 ms
 HTTP  29/8/2026 9:40:58 p. m. 127.0.0.1 GET /assets/js/main.js
 HTTP  29/8/2026 9:40:58 p. m. 127.0.0.1 Returned 200 in 5 ms
 HTTP  29/8/2026 9:40:58 p. m. 127.0.0.1 GET /login.html
 HTTP  29/8/2026 9:40:58 p. m. 127.0.0.1 Returned 200 in 11 ms
 HTTP  29/8/2026 9:40:59 p. m. 127.0.0.1 GET /login.html
 HTTP  29/8/2026 9:40:59 p. m. 127.0.0.1 Returned 304 in 3 ms
 HTTP  29/8/2026 9:40:59 p. m. 127.0.0.1 GET /login.html
 HTTP  29/8/2026 9:40:59 p. m. 127.0.0.1 Returned 200 in 4 ms
 HTTP  29/8/2026 9:40:59 p. m. 127.0.0.1 GET /pages/pagos.html
 HTTP  29/8/2026 9:40:59 p. m. 127.0.0.1 Returned 304 in 7 ms
 HTTP  29/8/2026 9:40:59 p. m. 127.0.0.1 GET /assets/css/styles.css
 HTTP  29/8/2026 9:40:59 p. m. 127.0.0.1 Returned 304 in 3 ms
 HTTP  29/8/2026 9:40:59 p. m. 127.0.0.1 GET /assets/js/api.js
 HTTP  29/8/2026 9:40:59 p. m. 127.0.0.1 Returned 304 in 5 ms
 HTTP  29/8/2026 9:41:00 p. m. 127.0.0.1 GET /login.html
 HTTP  29/8/2026 9:41:00 p. m. 127.0.0.1 Returned 200 in 5 ms
 HTTP  29/8/2026 9:41:00 p. m. 127.0.0.1 GET /assets/css/styles.css
 HTTP  29/8/2026 9:41:00 p. m. 127.0.0.1 Returned 200 in 3 ms
 HTTP  29/8/2026 9:41:00 p. m. 127.0.0.1 GET /assets/js/api.js
 HTTP  29/8/2026 9:41:00 p. m. 127.0.0.1 Returned 200 in 3 ms
 HTTP  29/8/2026 9:41:00 p. m. 127.0.0.1 GET /assets/css/styles.css
 HTTP  29/8/2026 9:41:00 p. m. 127.0.0.1 Returned 304 in 7 ms
 HTTP  29/8/2026 9:41:00 p. m. 127.0.0.1 GET /assets/js/api.js
 HTTP  29/8/2026 9:41:00 p. m. 127.0.0.1 Returned 304 in 4 ms
 HTTP  29/8/2026 9:41:00 p. m. 127.0.0.1 GET /assets/js/main.js
 HTTP  29/8/2026 9:41:00 p. m. 127.0.0.1 Returned 304 in 4 ms
 HTTP  29/8/2026 9:41:00 p. m. 127.0.0.1 GET /registro.html
 HTTP  29/8/2026 9:41:00 p. m. 127.0.0.1 Returned 200 in 4 ms
 HTTP  29/8/2026 9:41:00 p. m. 127.0.0.1 GET /favicon.ico
 HTTP  29/8/2026 9:41:00 p. m. 127.0.0.1 Returned 404 in 11 ms
 HTTP  29/8/2026 9:41:01 p. m. 127.0.0.1 GET /assets/css/styles.css
 HTTP  29/8/2026 9:41:01 p. m. 127.0.0.1 GET /assets/js/api.js
 HTTP  29/8/2026 9:41:01 p. m. 127.0.0.1 Returned 200 in 7 ms
 HTTP  29/8/2026 9:41:01 p. m. 127.0.0.1 Returned 200 in 6 ms
 HTTP  29/8/2026 9:41:01 p. m. 127.0.0.1 GET /assets/css/styles.css
 HTTP  29/8/2026 9:41:01 p. m. 127.0.0.1 Returned 200 in 4 ms
 HTTP  29/8/2026 9:41:01 p. m. 127.0.0.1 GET /assets/js/api.js
 HTTP  29/8/2026 9:41:01 p. m. 127.0.0.1 Returned 200 in 5 ms
